Title,Date,Source
"AI 쇼핑시대… 로봇이 옷 추천하고, 가상현실 거울로 입어본다",2017.05.04,"매장에서 로봇이 손님을 맞고, 옷 등을 추천해주며, 그 옷을 가상현실 거울을 보며 입어보는 시대가 눈앞에 다가왔다. 독일 필기구·가죽 브랜드 몽블랑의 ‘VR스토어’(가상현실 매장). 현대백화점 제공 1.2m 로봇이 손님..."
"아마존, 영상통화+터치스크린 되는 홈 스피커 에코쇼 내놨다",2017.05.10,"에코룩은 내가 입은 옷을 찍으면 내게 맞는 최적의 옷을 추천해준다. 에코 쇼는 음악 재생은 물론 사용자가 음성명령으로 날씨와 교통, 뉴스 등을 물어볼 수 있고 조명을 켜는 등 가전제품 제어가 가능한 기존 스마트..."
[충남시론] '4차 산업혁명 시대' 다가오는데,2017.05.10,일상 생활에서도 사용자가 좋아하는 음악이 흘러나와 적합한 시간에 잠을 깨워주고 옷장이 자동으로 날씨와 스케줄에 맞춰 적합한 옷을 추천해 주게도 된다는 것이다. 또 자율주행이 가능한 자동차로 편안하게 출근하며...
‘뉴 컴퓨팅’ 시대 여는 왓슨 한국의 새 산업지형 만든다,2017.05.18,옵션을 추천해주고 있다. 왓슨은 뛰어난 쇼핑 전문가이기도 하다. 장화진 사장은 최근 왓슨을 도입한... 만약 비가 올 것 같으면 방수 기능이 뛰어난 옷을 추천해줍니다. 고객들이 왓슨을 쓰면 쓸수록 더 똑똑하고...
[정태경의 Beyond 디지털] 영역을 넓혀가는 AI 기술의 진화는 어디까지,2017.05.19,"사실 일론 머스크의 Space X(스페이스 엑스) 에 가려져 잘 알려지지 않았지만 이제 알렉사에 이어 카메라가 나를 인식하고, 내가 입고 밖으로 나가 뽐낼 최선의 옷을 매칭하여 추천하여주는 스타일 비서인 에코 룩(Echo..."
"""취향·체형에 맞게 옷 추천""…韓 쇼핑앱, 뉴욕패션시장 진출",2017.05.21,상품을 추천해주는 방식의 쇼핑앱이다. 소비자가 사전에 입력한 체형이나 피부색은 물론 옷을 입고자 하는 장소나 목적 등 다양한 조건에 맞춰 옷 스타일을 제안하게 된다. 여기에는 전문 스타일리스트들의 패션 지식과...
"[이슈+] AI, 쇼핑 경험을 바꾸다…""당신이 원하는 옷은 바로 이것""",2017.06.01,이어 그의 평소 스타일에 어울리는 브랜드와 옷 상품들이 추천 목록에 뜬다. #친구의 립스틱 색상이 마음에 든 B씨. 스마트폰에서 '구글 렌즈'를 켜고 립스틱에 가져다 대자 브랜드와 모델명이 확인된다. 해당 상품을 살...
4차 산업혁명 시대 요구되는 '도사',2017.06.07,"아침이 되면 오디오에서 사용자가 좋아하는 음악이 흘러나와 적합한 시간에 잠을 깨워주고, 옷장이 자동으로 날씨와 스케줄에 맞춰 적합한 옷을 추천해 준다. 자율주행이 가능한 자동차로 편안하게 출근하며, 스마트 주차..."
[스타일엑스] 온라인 쇼핑의 어려움? 핏을 알고 스타일을 알면 백전백승!,2017.06.13,"핏스타일은 개인의 사이즈를 정확히 체크해 체형을 분석하고 각 체형에 어울리는 디자인을 추천해 주는... 스타일이란 단어를 들었을 때 우리 머리 속에 떠오르는 문구는 '멋지다', '세련되다', '옷 잘 입는다' 등이다...."
"태국 옷 추천하는 신세계百...""국내 고객에게 인지도 높일 기회""",2017.06.14,이번 행사는 신세계백화점과 태국의 수출관련 정부기관 상무부 ‘국제무역진흥국’이 공동 기획한 것으로 '국제무역진흥국'이 브랜드를 직접 추천하는 등 태국 정부 차원에서 전폭적인 지원을 아끼지 않았다....
"의류공유서비스 '윙클로젯', 유료회원 서비스 가입 재개",2017.06.14,"옷을 추천해 주는 방식으로 변화되었다. 이에 따라 고객은 스타일리스트가 추천한 스타일 가운데 마음에 드는 것을 골라 제공받을 수 있게 됐다. 관계자는 ""서비스 가입을 재개함과 동시에 좀 더 고객 맞춤형 서비스에..."
"의류공유서비스 윙클로젯, 6월 13일부터 유료회원 서비스 가입 재개",2017.06.14,"옷을 추천해 주고, 고객은 이 중 마음에 드는 스타일을 골라 의류를 제공 받는 방식으로 변화되었다. 전문 스타일리스트는 고객들이 선정한 스타일 프로필을 기반으로 가장 어울리는 옷 딱 한 스타일을 골라 보내주게 된다...."
"활동량 많은 남아, 땀 흡수력 좋은 남자애기옷 소재는?",2017.06.15,따라서 아기옷을 고를 땐 합성섬유 제품보다는 인체에 자극이 없는 친환경 소재의 애기옷을 추천한다. 최근에는 친환경 농법으로 재배해 인체에 무해한 것은 물론이고 편안하고 쾌적한 착용감을 자랑하는...
영국 멀티 편집숍 'ASOS'에 대해 미처 알지 못했던 18가지 사실들,2017.06.20,"옷을 추천했다. 현재는 모바일 트래픽이 전체 트래픽의 54%를 차지할 정도로 웹사이트 트래픽을 넘어선 수준이다. 사이트에는 2,700개의 이상의 옷 이미지가 매주 업데이트되며 모델들은 매일 30가지 의상과 캣워크..."
"‘살림남’ 일라이♥지연수, 눈물·감동 가득한 해피 웨딩(종합)",2017.06.21,"백일섭은 동생의 스타일을 변화시켜주겠다며 의류매장을 방문해 옷을 추천하는 등 기분 좋은 일상을 보냈고, 동생 부부가 운영하는 곱창집을 찾아 과거 이야기를 나눴다. popnews@heraldcorp.com - Copyrights ⓒ 헤럴드POP..."
"아마존, 알렉사에 눈까지 다는 속내는…",2017.06.23,"옷을 추천해 주는 에코 룩을, 5월에는 터치스크린과 카메라를 장착한 에코 쇼가 등장했다. 22일(현지시간)... 아마존 에코 룩은 스타일체크라는 기능을 통해 사용자의 패션 스타일을 평가하고, 새로운 스타일을 추천해주기..."
[Hello CEO] 회계사 경험 살린 첫 창업에선 고배…가장 잘 아는 여성패션 승부...,2017.06.23,"―고객의 신체 사이즈 정보를 활용해 속옷이 아닌 옷 추천까지 가능할 것 같다. ▷그렇다. 나는 속옷을 지반공사라고 표현하는데, 그다음에는 그 사람에게 어울리는 옷을 추천해줘야 한다. 옷은 결국 핏과 라인의 문제인데..."
[Korea and the fourth industrial revolution <11-1 Shopping>] Changing ro...,2017.07.02,"인공지능은 소비자의 구미에 맞는 제품을 알아서 추천하고, 가상현실 기술은 마치... 서울에 사는 28세 전 씨는 ""화면에서 본 옷 상품이 실물과 일치하지 않아 반품한..."
"[공감신문] 장마철, 알아두면 쓸데'있'는 신통방통 잡지식들",2017.07.04,"보행자도 장마철이라고 우중충한 옷을 고집하기보다는, 눈에 잘 띄는 색 옷을 입기를 추천한다. 특히, 교과서나 면허시험장에서 괜히 '수막현상' 타령을 하는 것이 아니다. 타이어 마모도를 반드시 체크해 빗길 운전 중..."
"[박경훈의 별별☆스타트업](17)AI가 추천하는 100벌의 패션제안, 원데이텐미닛",2017.07.08,해놓고 추천 리스트에서 보고 싶지 않은 상품은 왼쪽으로 쓱 밀어서 리스트에서 제외했다. 원데이텐미닛은 인공지능(AI) 기반의 딥러닝(Deep Leaning) 기술로 사용자들의 패션 취향을 분석해 상품을 추천하는 개인화된...
[#그녀의_창업을_응원해]외모는 달라도 속옷은 평등하다,2017.07.10,"미디어 회사에는 웹툰처럼 젊은 층을 중심으로 급성장한 신시장 아이템을 추천했고, 엔터테인먼트 회사에는... 옷을 추천하는 본격적인 패션 시장으로 영역을 확장할 계획”이라고 말했다. 바디 프로파일링 퀴즈 ◇“내가..."
[#그녀의_창업을_응원해]외모는 달라도 속옷은 평등하다,2017.07.10,"미디어 회사에는 웹툰처럼 젊은 층을 중심으로 급성장한 신시장 아이템을 추천했고, 엔터테인먼트 회사에는... 옷을 추천하는 본격적인 패션 시장으로 영역을 확장할 계획”이라고 말했다. 바디 프로파일링 퀴즈 ◇“내가..."
여름방학은 내일로와 함께! 내일로 꿀팁 [인포그래픽],2017.07.12,#NAME?
"'섹션' 서민정, 빨간 옷 보더니 ""6개월 뒤면 불혹이다""",2017.07.16,"옷 쇼핑에 나선 이재은과 박슬기는 서민정을 위해 빨간 옷을 추천해줬다. 이에 서민정은 ""6개월 뒤면 불혹이다""라며 그 옷에 대해 부담스럽다는 눈치를 줬지만 결국 입었고 완벽하게 소화했다. 조세일보..."
"'섹션TV' 서민정, 동안미모 자랑 ""6개월 뒤 불혹""",2017.07.16,세 사람은 학교 앞 옷 가게에서 쇼핑하는 시간을 가졌다. 이재은과 박슬기는 서민정을 위해 빨간 옷을 추천해줬다. 서민정은 “6개월 뒷면 불혹이다”며 튀는 색깔의 옷을 부담스러워 했지만 완벽하게 옷을 소화하며...
"‘섹션’ 서민정, “버킷리스트는 옷 가게 쇼핑”",2017.07.16,그녀의 버킷리스트는 ‘옷 쇼핑하기’였고 세 사람은 옷 가게를 둘러보았다. 이후 이재은과 박슬기는 서민정을 위해 빨간 옷을 추천해줬고 서민정은 6개월 뒤면 불혹이라며 튀는 옷을 부담스러워 했지만 완벽하게...
"'섹션' 서민정, 여전한 꿀미모 자랑..""풋풋한 매력 그대로네""",2017.07.16,"이날 쇼핑에 나선 서민정은 이재은이 빨간색 아동복 스타일의 옷을 추천하자 “6개월 지나면 불혹이다. ”라며 완벽하게 소화해냈다. 또한 이날 서민정은? ""한국에 있었으면 활동 기회가 닿았을 수 있는데, 너무 멀리..."
"[섹션TV 연예통신 리뷰] 서민정, “6개월 후면 불혹?!” 풋풋한 과거 사진 대...",2017.07.16,"이어 쇼핑에 나선 서민정은 이재은이 빨간색 아동복 스타일의 옷을 추천하자, “6개월 지나면 불혹이다. ”라며 부담스러워했지만 동안외모로 옷을 완벽하게 소화해 눈길을 모았다. MBC 예능프로그램 <섹션TV..."
"‘섹션TV’ 서민정, 노주현과 전화통화부터 미국 학부모 공략법까지",2017.07.16,먼저 이들은 옷 쇼핑에 나섰고 이재은은 발랄한 빨간색의 옷을 추천했다. 그러자 서민정은 “저 6개월 후면 불혹이다”라며 민망한 듯 웃어보였다. 학교 앞 단골 분식집에서 서민정은 과거 일화를 밝혔다. 그는 “이...
"‘섹션TV’ 서민정 최강동안 자랑, “6개월 뒤 불혹”",2017.07.17,"이재은과 박슬기는 서민정을 위해 빨간 옷을 추천해줬다. 서민정은 “6개월 뒷면 불혹이다”며 튀는 색깔의 옷을 부담스러워 했지만 완벽하게 옷을 소화해 최강동안임을 인증했다. 한편, MBC ‘섹션TV 연예통신’은..."
[이 아침에] 나도 인공지능 '에코'를 써봤다,2017.07.28,"같은 인공지능이 장착된 '에코 룩'이라는 기기가 있는데, 이건 카메라로 사용자의 얼굴과 용모를 보고 머리 모양이나 화장, 그날 입을 옷까지 추천해 준다고 한다. 인공지능이 달린 스마트 냉장고는 주인의 기호와..."
"인간따돌리고, AI 로봇끼리 대화를?",2017.08.02,"일정을 알려주고, 그날 입을 옷도 추천해주고, 장난도 칠 줄 아는 '인공지능 비서'. 이런 역할을 하려면 사람처럼 생각하고 분석해 이야기할 수 있어야 하겠죠. AI 로봇에게 그런 학습을 시키기 위해 인간의 실제 대화를..."
"인간따돌리고, AI 로봇끼리 대화를?",2017.08.02,"일정을 알려주고, 그날 입을 옷도 추천해주고, 장난도 칠 줄 아는 '인공지능 비서'. 이런 역할을 하려면 사람처럼 생각하고 분석해 이야기할 수 있어야 하겠죠. AI 로봇에게 그런 학습을 시키기 위해 인간의 실제 대화를..."
"[쓰다, 창업기 22] 노진우 알케미스트 “빅데이터로 옷 고른다”",2017.08.07,◇ “정형·비정형데이터 이용 의류 추천은 국내 유일”현재 알케미스트는 국내 50여개 패션 쇼핑몰과... 알케미스트는 옷 하나를 구성하는 모든 데이터를 풀고 이를 재조합해 내놓는다. “실패하지 않는 쇼핑을 만들고...
[W스타트업] “왜 남자들이 보기 좋은 속옷을 입어야 하죠?”,2017.08.08,맞춤 속옷 서비스를 통해 얻은 데이터를 기반으로 2년 뒤에는 ‘맞춤형 옷’까지 추천한다는 구체적인 계획도 세웠다. 박 대표도 쉽지 않은 도전이라는 말에는 동의했다. 하지만 어려운 목표도 이뤄낼 수 있다는 의지가...
"'SNL9' 워너원 매력 대방출, 1회만으로는 부족했다 (종합)",2017.08.12,"위캔 업데이트 코너에 등장한 라이관린은 침묵 서비스에 대해 보도하는 정이랑 앞에 나타나 그녀에게 말없이 옷들을 추천했고, 정이랑은 ""이 가게를 사겠다""라고 밝히기도 했다. 이대휘와 박우진은 시사안무가로..."
[더피플피디아] 보기만 해도 ‘간질간질’… 악명 높은 알래스카 모기떼,2017.08.14,이 사이트는 파란색 단파장에 몰려드는 모기의 습성을 역이용해 카키색처럼 ‘중립적인 색상’의 옷을 추천했다. 또 “모기떼를 만날 수 있는 지역을 방문할 때 향수는 물론 로션과 샴푸도 이용하지 말라”고...
[premium report] 로봇 자동화와 일자리 | 현재 일자리의 절반은 로봇으로 대...,2017.08.15,퍼사도는 소비자별로 적합한 언어를 선택해 추천해주는 AI 기술을 보유하고 있다. 퍼사도와의 협력을 통해... 하지만 고객의 기분을 파악하고 지금 기분 상태에 맞는 옷을 추천하고 옷과 상관없는 이야기를 나누며 고객의...
[이코노미조선] 법률·행정·의료까지 로봇이 일자리 절반 대체… 공존 방법은...,2017.08.16,퍼사도는 소비자별로 적합한 언어를 선택해 추천해주는 AI 기술을 보유하고 있다. 퍼사도와의 협력을 통해... 하지만 고객의 기분을 파악하고 지금 기분 상태에 맞는 옷을 추천하고 옷과 상관없는 이야기를 나누며 고객의...
[포스트]'AI 스피커' 한방에 따라잡기!,2017.08.18,그리고 에코 룩은 카메라가 사용자의 사진을 찍어서 옷을 추천해준다고 하니 아마존의 수익 창출에 딱이지. 무엇보다 에코 쇼는 음성으로만 결제하는 것에는?부담을 느끼는 사용자를 고려해 화면을 장착한 것 같아....
